Review,date,Author,Location
"Impressive building. Well kept. Clean. 
Lots of history. Worth visiting. At the heart of the city 
It takes about three hours to tour the Museum",2019/04/16,rudrakumar2018,"Chennai, India"
"Truly called the green lung of Kandy, it's beautiful!! To know a tropical forest exists in this small town was truly mesmerising. You could walk inside without encountering another person for 30 minutes!! Tall trees give the requisite shade and the entire experience is serene...More",2019/04/16,Cheenu J,"New Delhi, India"
The sanctuary was a lovely stop on our trip. A dense and beautiful forest a short drive from the town. Took us about 2 hours to hike the majority of the park. Would definitely recommend stopping.,2019/04/16,K8errm24,"Dubai, United Arab Emirates"
The old town built inside the walled area was a great place to wander around. There were plenty of shops and places to eat. It was super hot the day we were there so I would recommend going in the cooler part of the day.,2019/04/16,mrandmrsbeas,"Sydney, Australia"
"Look out from the fort towards the light house, you see all the roofs of orange of Europe. No, no it's not Europe here. Certainly the one of the most popular destination of Sri Lanka. Love this small convenient town. The price is tourist price,...More",2019/04/16,whitelight42,"Melbourne, Australia"
Fantastic location. Lot of ruins dated back to 15th century. Marine museum is a must see. Very nice for romantic dinner in the night at many of the fine restaurants located in the old fort. Evening sunset is very good time to take beautiful photos...More,2019/04/16,Sankalpa G,
"The Galle fort and ramparts is a step back into another time.  Lots of shops,  museums and historic sites. A must see.",2019/04/16,RHM63,"Oxfordshire, United Kingdom"
"This town is s must visit when you are inthis area. Lots of nice lovely shops, friendly people and next to the sea. Bring your swimming trunks resp. towel with you if you like to swim in a proper sea. I really can recommend this...More",2019/04/16,trawell2018,United Kingdom
Came down to Galle for an overnight trip with some work friends. So glad to have made the trip down. Amazing place to explore and wander around the streets of the old fort. Came here both during the day and night. Great experience and sight...More,2019/04/16,Granules2013,"Sydney, Australia"
Good to see they take care of the heritage buildings. Nice restaurants and pleasant to walk in most areas.,2019/04/16,lovethisplanet2014,"Palmerston, Australia"
"Nice small town, beautiful streets. Relatively clean. Wonderful atmosphere and not too crowded. 

Lots of nice places to hang out.",2019/04/16,drlcs1,
"Tragically on Mon 15 Apr at 2:40pm there was a drowning incident at this beach. The waves were extremely strong, further compromising the normal conditions which feature a strong tidal rip.Assisting with the rescue were two doctors, a nurse, a paramedic and a firefighter. All foreigners. It took ten minutes for local lifesavers to arrive on scene even though they were less than 200m down the beach. Once there the lifesavers stood back and observed without relieving tiring people whom were performing CPR or offering any direction or reassurance that further assistance was on the way. The CPR balloon and defibrillator on site did not function. After we loaded the individual in the ambulance it took a further three minutes for the driver to turn the vehicle around and get it moving towards the hospital.After the ambulance had departed witnesses sought out lifeguards to give a statement; they seemed surprised at this and there was no template for an incident report or recording our details. During discussion one of the lifeguards indicated “today was a bad day to go in the water” but shrugged when asked why people were not being discouraged. I would strongly caution against young children or inexperienced swimmers entering the water here. I hope the individual and his family are okay and I offer my thanks and respect to those people that did what they could to assist.",2019/04/16,daddydoma,"Werribee, Australia"
Mirissa Beach is beautiful. We love swimming in the ocean and this place did not disappoint. The water was crystal clear and warm. There was a few big waves which may be challenging for inexperienced swimmers but I would recommend they swim in the patrolled section in the middle of the beach.The southern end of the beach near Parrot Rock is great for snorkelling as well as a shallow pool for little kids to swim. There are plenty of bars and restaurants along the stretch of the beach if you would like a bite to eat or something to drink.,2019/04/16,mrandmrsbeas,"Sydney, Australia"
"Probably the best beach in the area to chill on as there’s lots of bars and restaurants where you can either pay for beds or get a drink and chill on the beds. Also shaded area next to the lifeguard hut. Towards the end of the beach as if you are walking the direction to welligama (west) there is a man selling beautiful clothes for very cheap. So cheap it’s not even worth haggling with him. 400 for shorts, 500-700 for dresses, trousers and jump suits. Also little purses and bunting made out of Sri Lankan/Indian material. Very kind man lets you try clothes on and has a mirror. When I was there there was a group of girls trying to haggle the price down but it seemed so silly as they’re SO cheap anyway. He has a factory in Weligama where he makes the clothes so is able to sell at bottom prices.Overall nice beach to chill out on during the day and eat/drink at night.",2019/04/16,snowgirl3,"Bangkok, Thailand"
